Dataset,Feature,Extreme_Type,Values,SubjectIDs
PTB-XL,Q_Amp_V1,Top 20,"4.62, 1.56, 1.46, 1.415, 1.39, 1.34, 1.34, 1.31, 1.26, 1.21, 1.14, 1.13, 1.115, 1.11, 1.11, 1.1, 1.06, 1.06, 1.04, 1.03","4753, 15579, 16521, 3893, 5543, 1641, 4146, 9613, 17571, 5108, 20305, 20947, 15822, 516, 16974, 9933, 7135, 12801, 10289, 9786"
PTB-XL,Q_Amp_V1,Bottom 20,"-1.2, -1.18, -1.09, -1.05, -0.98, -0.955, -0.93, -0.92, -0.815, -0.81, -0.79, -0.785, -0.78, -0.77, -0.77, -0.77, -0.74, -0.735, -0.71, -0.71","10526, 8742, 11636, 12331, 12391, 5016, 13583, 17954, 10752, 19207, 3339, 2433, 17743, 5169, 6800, 15444, 12085, 6530, 3058, 13031"
PTB-XL,Q_Amp_V1_count,Top 20,"33, 31, 30, 29, 29, 29, 29, 29, 28, 28, 28, 28, 28, 27, 27, 27, 27, 27, 27, 27","14286, 16106, 16753, 2530, 4161, 10936, 12195, 16901, 449, 3134, 3476, 5833, 13112, 1173, 4496, 7796, 7889, 9337, 11349, 12988"
PTB-XL,Q_Amp_V1_count,Bottom 20,"5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6","477, 722, 8907, 10266, 16151, 959, 1919, 2534, 3535, 4236, 5135, 8048, 8581, 8620, 8893, 8932, 9217, 9950, 10300, 10670"
PTB-XL,Q_Amp_V1_iqr,Top 20,"5.79, 3.46, 2.85, 2.435, 2.405, 2.03, 1.86, 1.6375, 1.6, 1.59, 1.575, 1.5725, 1.55, 1.54, 1.48, 1.4675, 1.465, 1.445, 1.43, 1.39","4753, 17638, 869, 15966, 1625, 14642, 17651, 8081, 17650, 4112, 14267, 12349, 11141, 6697, 16940, 3949, 12742, 8519, 7204, 8746"
PTB-XL,Q_Amp_V1_iqr,Bottom 20,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0","2495, 3133, 3438, 4865, 5510, 5666, 5670, 6411, 6426, 6461, 6768, 7048, 7495, 7549, 7753, 9210, 9517, 9643, 10042, 10268"
PTB-XL,Q_Amp_V2,Top 20,"2.71, 2.49, 2.47, 2.38, 2.29, 2.26, 2.19, 2.12, 2.1, 2.02, 2.01, 2.0, 1.97, 1.925, 1.88, 1.84, 1.82, 1.82, 1.81, 1.795","4146, 20919, 20345, 4494, 10367, 19740, 14223, 11901, 7517, 11636, 12138, 20598, 10140, 6445, 12801, 2054, 516, 2375, 20693, 13485"
PTB-XL,Q_Amp_V2,Bottom 20,"-1.565, -1.39, -1.33, -1.32, -1.16, -1.14, -1.07, -1.04, -1.04, -1.03, -0.97, -0.92, -0.92, -0.87, -0.865, -0.85, -0.84, -0.83, -0.81, -0.8","6033, 5016, 20927, 17332, 4929, 15444, 11982, 5020, 12297, 2840, 11370, 1492, 11409, 19403, 15841, 11396, 2582, 15203, 17954, 17379"
PTB-XL,Q_Amp_V2_count,Top 20,"33, 31, 30, 29, 29, 29, 29, 29, 28, 28, 28, 28, 28, 27, 27, 27, 27, 27, 27, 27","14286, 16106, 16753, 2530, 4161, 10936, 12195, 16901, 449, 3134, 3476, 5833, 13112, 1173, 4496, 7796, 7889, 9337, 11349, 12988"
PTB-XL,Q_Amp_V2_count,Bottom 20,"5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6","477, 722, 8907, 10266, 16151, 959, 1919, 2534, 3535, 4236, 5135, 8048, 8581, 8620, 8893, 8932, 9217, 9950, 10300, 10670"
PTB-XL,Q_Amp_V2_iqr,Top 20,"3.07, 2.745, 2.735, 2.7325, 2.14, 1.9575, 1.92, 1.8475, 1.84, 1.8125, 1.81, 1.8075, 1.79, 1.74, 1.71, 1.685, 1.68, 1.67, 1.62, 1.59","1158, 18585, 4058, 15015, 8062, 10387, 17332, 13415, 11869, 1426, 14557, 864, 17531, 14615, 12648, 1046, 6820, 17293, 8638, 14351"
PTB-XL,Q_Amp_V2_iqr,Bottom 20,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0","1259, 1893, 4591, 5226, 5688, 5888, 6245, 6755, 6807, 7854, 8413, 8985, 9220, 9450, 9664, 10652, 11106, 11592, 11594, 12941"
PTB-XL,Q_Amp_V3,Top 20,"3.56, 2.89, 2.825, 2.68, 2.43, 2.43, 2.4, 2.3, 2.27, 2.25, 2.23, 2.19, 2.19, 2.19, 2.19, 2.14, 2.13, 2.125, 2.115, 2.09","5740, 2131, 20345, 18844, 5121, 10134, 8745, 8752, 7237, 12801, 2665, 14432, 11636, 21021, 21119, 8047, 4570, 15942, 19043, 7930"
PTB-XL,Q_Amp_V3,Bottom 20,"-1.72, -1.72, -1.53, -1.445, -1.425, -1.4, -1.39, -0.98, -0.975, -0.95, -0.94, -0.89, -0.87, -0.85, -0.84, -0.8, -0.775, -0.77, -0.765, -0.745","17332, 21594, 12186, 15841, 5544, 21572, 16879, 21168, 21160, 17093, 1063, 2582, 1146, 21172, 5020, 18777, 5339, 17362, 7074, 85"
PTB-XL,Q_Amp_V3_count,Top 20,"33, 31, 30, 29, 29, 29, 29, 29, 28, 28, 28, 28, 28, 27, 27, 27, 27, 27, 27, 27","14286, 16106, 16753, 2530, 4161, 10936, 12195, 16901, 449, 3134, 3476, 5833, 13112, 1173, 4496, 7796, 7889, 9337, 11349, 12988"
PTB-XL,Q_Amp_V3_count,Bottom 20,"5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6","477, 722, 8907, 10266, 16151, 959, 1919, 2534, 3535, 4236, 5135, 8048, 8581, 8620, 8893, 8932, 9217, 9950, 10300, 10670"
PTB-XL,Q_Amp_V3_iqr,Top 20,"3.1075, 3.03, 2.92, 2.8425, 2.74, 2.64, 2.61, 2.595, 2.54, 2.52, 2.4825, 2.4425, 2.37, 2.205, 2.1975, 2.135, 2.03, 1.99, 1.945, 1.9425","4723, 16585, 1235, 1809, 13684, 3019, 2837, 3995, 4410, 21498, 6784, 1551, 20693, 15792, 13309, 7280, 11914, 12390, 1810, 14615"
PTB-XL,Q_Amp_V3_iqr,Bottom 20,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0","5137, 5599, 5815, 6047, 6264, 6527, 6705, 7724, 9402, 10238, 10279, 11259, 11396, 12427, 13266, 13506, 13989, 14439, 15566, 15627"
PTB-XL,Q_Amp_V4,Top 20,"3.75, 3.195, 2.95, 2.85, 2.76, 2.74, 2.71, 2.695, 2.59, 2.57, 2.57, 2.55, 2.52, 2.49, 2.49, 2.465, 2.39, 2.375, 2.375, 2.37","10869, 9129, 6806, 7062, 10459, 21498, 6002, 19714, 14906, 10235, 13115, 19024, 21155, 9145, 11012, 16735, 8970, 10134, 20855, 6214"
PTB-XL,Q_Amp_V4,Bottom 20,"-9.81, -4.45, -1.61, -1.415, -1.15, -1.145, -1.08, -1.0, -0.99, -0.99, -0.95, -0.94, -0.895, -0.885, -0.875, -0.865, -0.82, -0.815, -0.77, -0.73","6816, 8989, 13820, 15841, 13177, 13131, 5020, 5016, 13787, 21170, 18954, 21613, 5756, 15266, 13974, 12894, 8479, 5167, 18380, 13765"
PTB-XL,Q_Amp_V4_count,Top 20,"33, 31, 30, 29, 29, 29, 29, 29, 28, 28, 28, 28, 28, 27, 27, 27, 27, 27, 27, 27","14286, 16106, 16753, 2530, 4161, 10936, 12195, 16901, 449, 3134, 3476, 5833, 13112, 1173, 4496, 7796, 7889, 9337, 11349, 12988"
PTB-XL,Q_Amp_V4_count,Bottom 20,"0, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6","12722, 477, 722, 8907, 10266, 16151, 959, 1919, 2534, 3535, 4236, 5135, 8048, 8581, 8620, 8893, 8932, 9217, 9950, 10300"
PTB-XL,Q_Amp_V4_iqr,Top 20,"9.38, 4.97, 4.7075, 3.465, 3.215, 2.955, 2.8375, 2.82, 2.8, 2.6575, 2.6, 2.3475, 2.24, 2.23, 2.2075, 2.1975, 2.16, 2.1575, 2.155, 2.1525","21498, 10507, 17284, 2754, 8092, 5658, 1920, 4054, 10869, 13974, 10703, 2486, 3019, 13684, 6135, 3293, 7536, 8479, 15797, 5874"
PTB-XL,Q_Amp_V4_iqr,Bottom 20,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0","229, 788, 1351, 3116, 5192, 5225, 5464, 5766, 7314, 7590, 7768, 8227, 8472, 8987, 9450, 9658, 9750, 10368, 10486, 10894"
PTB-XL,Q_Amp_V5,Top 20,"6.195, 2.77, 2.6, 2.34, 2.27, 2.26, 2.14, 2.085, 2.07, 2.065, 2.065, 1.985, 1.98, 1.93, 1.93, 1.91, 1.905, 1.85, 1.835, 1.79","11036, 16120, 10869, 20974, 12318, 9933, 19755, 9844, 8724, 5821, 13034, 21143, 19789, 8680, 20769, 12986, 16920, 6852, 19739, 1261"
PTB-XL,Q_Amp_V5,Bottom 20,"-8.05, -2.89, -1.38, -1.255, -0.96, -0.83, -0.82, -0.81, -0.795, -0.73, -0.72, -0.715, -0.71, -0.7, -0.695, -0.69, -0.63, -0.63, -0.63, -0.61","12251, 8989, 12186, 13820, 5020, 9198, 15841, 18564, 12894, 18607, 13131, 13765, 18954, 1056, 15266, 16293, 6610, 16605, 21628, 2472"
PTB-XL,Q_Amp_V5_count,Top 20,"33, 31, 30, 29, 29, 29, 29, 29, 28, 28, 28, 28, 28, 27, 27, 27, 27, 27, 27, 27","14286, 16106, 16753, 2530, 4161, 10936, 12195, 16901, 449, 3134, 3476, 5833, 13112, 1173, 4496, 7796, 7889, 9337, 11349, 12988"
PTB-XL,Q_Amp_V5_count,Bottom 20,"0, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6","12722, 477, 722, 8907, 10266, 16151, 959, 1919, 2534, 3535, 4236, 5135, 8048, 8581, 8620, 8893, 8932, 9217, 9950, 10300"
PTB-XL,Q_Amp_V5_iqr,Top 20,"16.2575, 4.6325, 3.835, 3.7675, 3.405, 3.0025, 2.91, 2.905, 2.7275, 2.63, 2.39, 2.335, 2.245, 2.23, 2.15, 2.1125, 2.0825, 2.065, 2.05, 1.845","12251, 6045, 5658, 1405, 5801, 17284, 11036, 21498, 16954, 16359, 6610, 2754, 12612, 17674, 8336, 4477, 3293, 11869, 20509, 4361"
PTB-XL,Q_Amp_V5_iqr,Bottom 20,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0","3027, 4580, 5064, 5193, 7570, 7729, 8319, 9074, 9152, 9206, 9227, 9278, 9333, 9624, 10930, 11041, 11563, 12493, 13330, 13669"
PTB-XL,Q_Amp_V6,Top 20,"2.75, 2.12, 2.0, 1.78, 1.77, 1.76, 1.655, 1.6, 1.6, 1.59, 1.54, 1.52, 1.52, 1.46, 1.45, 1.44, 1.44, 1.42, 1.41, 1.4","14354, 12872, 14815, 8752, 8686, 16120, 16496, 7685, 11218, 2459, 10861, 14243, 19739, 10869, 11288, 455, 14225, 19539, 512, 19862"
PTB-XL,Q_Amp_V6,Bottom 20,"-1.32, -1.27, -1.16, -1.155, -1.02, -0.92, -0.785, -0.77, -0.73, -0.665, -0.66, -0.64, -0.64, -0.63, -0.605, -0.6, -0.59, -0.59, -0.575, -0.565","11124, 8989, 8681, 5016, 1551, 13820, 8320, 14452, 19863, 9198, 3437, 5390, 21572, 5020, 11993, 12894, 6060, 7663, 6045, 16974"
PTB-XL,Q_Amp_V6_count,Top 20,"33, 31, 30, 29, 29, 29, 29, 29, 28, 28, 28, 28, 28, 27, 27, 27, 27, 27, 27, 27","14286, 16106, 16753, 2530, 4161, 10936, 12195, 16901, 449, 3134, 3476, 5833, 13112, 1173, 4496, 7796, 7889, 9337, 11349, 12988"
PTB-XL,Q_Amp_V6_count,Bottom 20,"0, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6","12722, 477, 722, 8907, 10266, 16151, 959, 1919, 2534, 3535, 4236, 5135, 8048, 8581, 8620, 8893, 8932, 9217, 9950, 10300"
PTB-XL,Q_Amp_V6_iqr,Top 20,"4.465, 3.78, 3.5425, 3.4475, 3.425, 3.17, 2.96, 2.92, 2.82, 2.725, 2.62, 2.5475, 2.53, 2.505, 2.44, 1.925, 1.92, 1.895, 1.8825, 1.83","8681, 17535, 8309, 8621, 1906, 14729, 6610, 18299, 14535, 8320, 18653, 14741, 1502, 18306, 18060, 1847, 11869, 8405, 1551, 674"
PTB-XL,Q_Amp_V6_iqr,Bottom 20,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0","2359, 4590, 4680, 4858, 4876, 4913, 5036, 5060, 5793, 5863, 6215, 6383, 6739, 7146, 7231, 7385, 7494, 7554, 8892, 8894"
PTB-XL,Q_Amp_aVF,Top 20,"3.995, 3.92, 3.51, 2.73, 2.295, 2.2, 2.0, 1.81, 1.775, 1.77, 1.77, 1.74, 1.65, 1.64, 1.64, 1.6, 1.535, 1.52, 1.49, 1.485","14854, 20733, 11555, 11813, 19862, 19739, 13196, 21579, 15045, 15598, 20363, 19769, 15457, 8964, 17284, 17506, 20685, 18903, 18465, 9129"
PTB-XL,Q_Amp_aVF,Bottom 20,"-1.78, -1.43, -1.4, -1.11, -1.1, -1.075, -1.03, -1.01, -0.965, -0.94, -0.94, -0.93, -0.915, -0.91, -0.86, -0.855, -0.855, -0.84, -0.82, -0.82","13820, 6033, 13177, 5615, 12186, 13765, 8989, 6240, 5016, 21399, 21572, 15841, 5488, 190, 21453, 8543, 11487, 146, 21316, 21347"
PTB-XL,Q_Amp_aVF_count,Top 20,"33, 31, 30, 29, 29, 29, 29, 29, 28, 28, 28, 28, 28, 27, 27, 27, 27, 27, 27, 27","14286, 16106, 16753, 2530, 4161, 10936, 12195, 16901, 449, 3134, 3476, 5833, 13112, 1173, 4496, 7796, 7889, 9337, 11349, 12988"
PTB-XL,Q_Amp_aVF_count,Bottom 20,"5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6","477, 722, 8907, 10266, 16151, 959, 1919, 2534, 3535, 4236, 5135, 8048, 8581, 8620, 8893, 8932, 9217, 9950, 10300, 10670"
PTB-XL,Q_Amp_aVF_iqr,Top 20,"3.14, 2.19, 2.0325, 1.9825, 1.9325, 1.86, 1.8125, 1.745, 1.72, 1.69, 1.64, 1.6, 1.5975, 1.53, 1.525, 1.5075, 1.48, 1.44, 1.43, 1.38","13196, 8872, 13820, 9129, 11487, 18599, 14609, 11777, 21579, 6345, 21384, 9158, 17284, 7510, 19046, 3723, 20107, 20036, 11700, 18909"
PTB-XL,Q_Amp_aVF_iqr,Bottom 20,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0","4403, 4449, 4578, 4924, 4994, 5030, 5454, 5460, 5525, 5642, 7458, 7820, 8134, 8227, 8600, 8671, 8816, 9171, 10840, 10940"
PTB-XL,Q_Amp_aVL,Top 20,"1.86, 1.615, 1.59, 1.56, 1.55, 1.31, 1.305, 1.29, 1.22, 1.18, 1.085, 1.045, 1.04, 1.015, 1.01, 0.99, 0.99, 0.985, 0.97, 0.96","13820, 11487, 5016, 12000, 10869, 6240, 6033, 12155, 10395, 13177, 711, 18700, 19935, 16891, 21399, 6447, 21316, 21380, 12718, 10897"
PTB-XL,Q_Amp_aVL,Bottom 20,"-5.55, -2.61, -2.365, -1.65, -1.53, -1.21, -0.815, -0.79, -0.78, -0.765, -0.75, -0.74, -0.705, -0.7, -0.7, -0.675, -0.63, -0.63, -0.61, -0.61","11813, 15457, 17284, 1641, 12532, 17571, 5787, 11080, 4846, 1674, 3990, 17638, 4377, 11837, 16582, 14843, 9786, 14196, 3407, 12292"
PTB-XL,Q_Amp_aVL_count,Top 20,"33, 31, 30, 29, 29, 29, 29, 29, 28, 28, 28, 28, 28, 27, 27, 27, 27, 27, 27, 27","14286, 16106, 16753, 2530, 4161, 10936, 12195, 16901, 449, 3134, 3476, 5833, 13112, 1173, 4496, 7796, 7889, 9337, 11349, 12988"
PTB-XL,Q_Amp_aVL_count,Bottom 20,"5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6","477, 722, 8907, 10266, 16151, 959, 1919, 2534, 3535, 4236, 5135, 8048, 8581, 8620, 8893, 8932, 9217, 9950, 10300, 10670"
PTB-XL,Q_Amp_aVL_iqr,Top 20,"2.58, 2.395, 1.6925, 1.4325, 1.43, 1.415, 1.35, 1.32, 1.315, 1.155, 1.14, 1.0375, 0.9925, 0.98, 0.9775, 0.9675, 0.9475, 0.94, 0.935, 0.9325","15457, 17284, 9129, 3990, 18439, 12000, 8872, 12085, 11828, 6447, 6345, 1399, 385, 7083, 17820, 8263, 21384, 5658, 10289, 20505"
PTB-XL,Q_Amp_aVL_iqr,Bottom 20,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0","4732, 5115, 5261, 5630, 6426, 6457, 8511, 8647, 8663, 8694, 8741, 8985, 9524, 9790, 10645, 11173, 11400, 11463, 11592, 11652"
PTB-XL,Q_Amp_aVR,Top 20,"2.84, 1.27, 1.18, 1.04, 0.9, 0.81, 0.735, 0.72, 0.69, 0.66, 0.605, 0.53, 0.495, 0.47, 0.43, 0.405, 0.4, 0.395, 0.385, 0.37","11813, 8989, 21167, 13765, 17085, 11911, 21453, 5615, 12186, 17571, 5488, 8960, 9198, 20183, 5143, 5787, 5560, 5167, 12292, 2846"
PTB-XL,Q_Amp_aVR,Bottom 20,"-1.23, -1.07, -0.84, -0.785, -0.725, -0.64, -0.635, -0.625, -0.59, -0.56, -0.56, -0.55, -0.54, -0.53, -0.53, -0.52, -0.51, -0.5, -0.5, -0.5","15598, 5353, 19029, 19714, 6334, 1347, 11889, 10802, 21736, 32, 6325, 415, 11697, 4056, 9158, 1081, 9398, 7967, 12685, 12971"
PTB-XL,Q_Amp_aVR_count,Top 20,"33, 31, 30, 29, 29, 29, 29, 29, 28, 28, 28, 28, 28, 27, 27, 27, 27, 27, 27, 27","14286, 16106, 16753, 2530, 4161, 10936, 12195, 16901, 449, 3134, 3476, 5833, 13112, 1173, 4496, 7796, 7889, 9337, 11349, 12988"
PTB-XL,Q_Amp_aVR_count,Bottom 20,"5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6","477, 722, 8907, 10266, 16151, 959, 1919, 2534, 3535, 4236, 5135, 8048, 8581, 8620, 8893, 8932, 9217, 9950, 10300, 10670"
PTB-XL,Q_Amp_aVR_iqr,Top 20,"2.22, 2.185, 1.975, 1.205, 1.135, 1.0875, 1.0375, 1.01, 0.99, 0.96, 0.8225, 0.815, 0.8, 0.7975, 0.79, 0.77, 0.77, 0.69, 0.64, 0.615","15598, 19046, 9158, 11911, 11869, 7204, 21003, 20392, 16874, 10289, 16719, 3660, 4763, 852, 21498, 8872, 12186, 1157, 13101, 15042"
PTB-XL,Q_Amp_aVR_iqr,Bottom 20,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0","24, 1201, 2644, 3782, 4593, 4627, 4735, 5337, 5666, 5762, 5857, 6030, 6387, 6457, 7406, 7536, 7793, 8156, 8571, 8647"
PTB-XL,RR_Mean_Global,Top 20,"2195.0, 1957.0, 1925.0, 1818.0, 1758.0, 1724.0, 1710.0, 1684.0, 1677.0, 1672.0, 1661.0, 1658.0, 1654.0, 1627.0, 1616.0, 1614.0, 1614.0, 1606.0, 1604.0, 1586.0","16151, 8907, 477, 10266, 1919, 21533, 12634, 10300, 722, 11666, 18482, 3535, 14771, 4054, 8893, 1168, 16271, 8620, 8048, 14906"
PTB-XL,RR_Mean_Global,Bottom 20,"288.0, 300.0, 315.0, 325.0, 328.0, 328.0, 328.0, 332.0, 332.0, 334.0, 335.0, 336.0, 336.0, 339.0, 339.0, 341.0, 343.0, 343.0, 344.0, 345.0","12417, 14286, 16106, 14780, 5833, 16753, 16901, 191, 12988, 12195, 9575, 13112, 17726, 10936, 21567, 4161, 2530, 7438, 14102, 16229"
PTB-XL,RR_Mean_Global_count,Top 20,"32, 30, 29, 28, 28, 28, 28, 28, 27, 27, 27, 27, 27, 26, 26, 26, 26, 26, 26, 26","14286, 16106, 16753, 2530, 4161, 10936, 12195, 16901, 449, 3134, 3476, 5833, 13112, 1173, 4496, 7796, 7889, 9337, 11349, 12988"
PTB-XL,RR_Mean_Global_count,Bottom 20,"4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5","477, 722, 8907, 10266, 16151, 959, 1919, 2534, 3535, 4236, 5135, 8048, 8581, 8620, 8893, 8932, 9217, 9950, 10300, 10670"
PTB-XL,RR_Mean_Global_iqr,Top 20,"1240.0, 1220.0, 1086.5, 1085.0, 1068.0, 1040.0, 989.0, 983.0, 958.0, 945.0, 938.0, 932.0, 920.0, 915.5, 901.0, 896.0, 889.0, 878.0, 852.0, 836.0","191, 5135, 7020, 16641, 9217, 628, 1168, 15535, 17091, 21193, 18246, 2204, 3029, 8911, 19434, 10672, 4632, 547, 16162, 13309"
PTB-XL,RR_Mean_Global_iqr,Bottom 20,"0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0","2688, 3217, 5547, 5909, 8964, 9046, 9682, 10231, 10510, 11487, 13652, 14016, 14173, 14741, 14854, 15240, 15672, 15867, 16012, 16056"
PTB-XL,R_Amp_I,Top 20,"5.035, 4.71, 4.53, 4.02, 3.485, 3.37, 3.21, 3.195, 3.095, 3.025, 3.02, 2.98, 2.955, 2.94, 2.93, 2.83, 2.725, 2.705, 2.63, 2.62","14854, 20733, 11555, 21171, 299, 8530, 18034, 5756, 17066, 21170, 10719, 13196, 8752, 11106, 3895, 9032, 19862, 5121, 9395, 4146"
PTB-XL,R_Amp_I,Bottom 20,"-5.04, -2.83, -2.32, -1.81, -1.64, -1.495, -1.495, -1.34, -1.275, -1.19, -1.16, -1.16, -1.15, -1.11, -1.085, -1.005, -1.0, -1.0, -1.0, -0.99","11813, 14373, 9557, 8479, 14609, 3893, 21487, 18714, 18131, 20895, 12532, 12714, 21498, 2205, 11982, 498, 2650, 8970, 14196, 19686"
PTB-XL,R_Amp_II,Top 20,"6.52, 6.25, 6.13, 5.71, 4.665, 3.705, 3.615, 3.46, 3.46, 3.21, 2.83, 2.82, 2.805, 2.76, 2.755, 2.73, 2.695, 2.67, 2.615, 2.57","14854, 20733, 21171, 11555, 8530, 4146, 19862, 19739, 21169, 8752, 12009, 5121, 19769, 21168, 8037, 4469, 85, 15582, 21160, 4080"
PTB-XL,R_Amp_II,Bottom 20,"-2.57, -2.5, -2.465, -2.46, -2.45, -2.39, -2.38, -2.145, -2.115, -2.07, -2.07, -2.07, -2.055, -2.04, -2.01, -1.98, -1.98, -1.98, -1.975, -1.93","2218, 20013, 190, 15867, 15598, 8989, 5135, 19927, 12155, 7204, 12612, 20363, 12953, 17384, 12186, 11080, 13853, 18599, 11236, 19513"
PTB-XL,R_Amp_III,Top 20,"5.89, 4.08, 3.04, 2.755, 2.72, 2.675, 2.65, 2.52, 2.51, 2.45, 2.44, 2.42, 2.42, 2.4, 2.34, 2.34, 2.175, 2.17, 2.16, 2.15","11813, 14373, 21579, 21487, 16859, 18131, 21498, 3818, 8037, 5830, 15982, 9699, 21285, 4469, 4146, 21384, 17571, 14223, 5649, 8876"
PTB-XL,R_Amp_III,Bottom 20,"-3.44, -3.42, -3.37, -3.28, -3.28, -3.27, -3.17, -3.12, -3.095, -3.08, -3.05, -3.045, -3.02, -2.98, -2.95, -2.95, -2.94, -2.84, -2.835, -2.83","7511, 190, 15867, 10529, 11733, 20013, 3895, 10598, 13820, 13853, 15812, 15822, 18349, 7866, 6722, 18034, 1437, 12000, 455, 10555"
PTB-XL,R_Amp_III_count,Top 20,"33, 31, 30, 29, 29, 29, 29, 29, 28, 28, 28, 28, 28, 27, 27, 27, 27, 27, 27, 27","14286, 16106, 16753, 2530, 4161, 10936, 12195, 16901, 449, 3134, 3476, 5833, 13112, 1173, 4496, 7796, 7889, 9337, 11349, 12988"
PTB-XL,R_Amp_III_count,Bottom 20,"5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6","477, 722, 8907, 10266, 16151, 959, 1919, 2534, 3535, 4236, 5135, 8048, 8581, 8620, 8893, 8932, 9217, 9950, 10300, 10670"
PTB-XL,R_Amp_III_iqr,Top 20,"5.785, 4.14, 3.975, 3.91, 3.7125, 3.64, 3.6325, 3.075, 3.07, 2.95, 2.8775, 2.815, 2.72, 2.7, 2.665, 2.66, 2.6075, 2.5975, 2.545, 2.5","21498, 8872, 9129, 6345, 12432, 11869, 6918, 12209, 21504, 14956, 17466, 12644, 5658, 14799, 20631, 10442, 8367, 18907, 18465, 17450"
PTB-XL,R_Amp_III_iqr,Bottom 20,"0.0, 0.0, 0.0, 0.0, 0.0075, 0.0075, 0.0075, 0.0075, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01","2700, 8876, 20522, 20727, 5372, 7581, 19202, 20068, 4492, 17269, 332, 376, 3397, 4897, 5261, 7670, 10565, 16464, 16477, 16699"
PTB-XL,R_Amp_II_count,Top 20,"33, 31, 30, 29, 29, 29, 29, 29, 28, 28, 28, 28, 28, 27, 27, 27, 27, 27, 27, 27","14286, 16106, 16753, 2530, 4161, 10936, 12195, 16901, 449, 3134, 3476, 5833, 13112, 1173, 4496, 7796, 7889, 9337, 11349, 12988"
PTB-XL,R_Amp_II_count,Bottom 20,"5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6","477, 722, 8907, 10266, 16151, 959, 1919, 2534, 3535, 4236, 5135, 8048, 8581, 8620, 8893, 8932, 9217, 9950, 10300, 10670"
